mode,prompt_type,id_,score
easy,simple,0,6.348010063171387
easy,simple,1,6.348010063171387
easy,simple,2,5.214594841003418
easy,simple,3,5.214594841003418
easy,simple,4,5.878026008605957
easy,simple,5,5.878026008605957
easy,simple,6,6.1088457107543945
easy,simple,7,6.1088457107543945
easy,simple,8,5.590720176696777
easy,simple,9,5.590720176696777
easy,simple,10,5.752456188201904
easy,simple,11,5.752456188201904
easy,simple,12,5.003044605255127
easy,simple,13,5.003044605255127
easy,simple,14,5.914950847625732
easy,simple,15,5.914950847625732
easy,simple,16,5.78305721282959
easy,simple,17,5.78305721282959
easy,simple,18,5.336653709411621
easy,simple,19,5.336653709411621
easy,simple,20,5.616397857666016
easy,simple,21,5.616397857666016
easy,simple,22,5.715561866760254
easy,simple,23,5.715561866760254
easy,simple,24,5.81809139251709
easy,simple,25,5.81809139251709
easy,simple,26,6.00286865234375
easy,simple,27,6.00286865234375
easy,simple,28,5.77587366104126
easy,simple,29,5.77587366104126
easy,simple,30,5.223240375518799
easy,simple,31,5.223240375518799
easy,simple,32,5.861818313598633
easy,simple,33,5.861818313598633
easy,simple,34,5.419590950012207
easy,simple,35,5.419590950012207
easy,simple,36,5.980416297912598
easy,simple,37,5.980416297912598
easy,simple,38,5.795732498168945
easy,simple,39,5.795732498168945
easy,simple,40,5.959704399108887
easy,simple,41,5.959704399108887
easy,simple,42,5.541344165802002
easy,simple,43,5.541344165802002
easy,simple,44,6.191431999206543
easy,simple,45,6.191431999206543
easy,simple,46,5.858007431030273
easy,simple,47,5.858007431030273
easy,simple,48,5.698872089385986
easy,simple,49,5.698872089385986
easy,simple,50,5.653468132019043
easy,simple,51,5.653468132019043
easy,action+layout,0,5.6075639724731445
easy,action+layout,1,5.128117561340332
easy,action+layout,2,5.665946960449219
easy,action+layout,3,5.836608409881592
easy,action+layout,4,5.7202558517456055
easy,action+layout,5,5.803330898284912
easy,action+layout,6,5.634997367858887
easy,action+layout,7,5.82427978515625
easy,action+layout,8,5.4528961181640625
easy,action+layout,9,4.458205699920654
easy,action+layout,10,5.568333148956299
easy,action+layout,11,5.896457672119141
easy,action+layout,12,5.249329090118408
easy,action+layout,13,5.251655578613281
easy,action+layout,14,6.1843719482421875
easy,action+layout,15,6.031559944152832
easy,action+layout,16,4.643077373504639
easy,action+layout,17,5.208609104156494
easy,action+layout,18,4.949156761169434
easy,action+layout,19,5.492791175842285
easy,action+layout,20,5.478906631469727
easy,action+layout,21,5.533586502075195
easy,action+layout,22,5.683567047119141
easy,action+layout,23,5.303009033203125
easy,action+layout,24,5.09699010848999
easy,action+layout,25,5.179868221282959
easy,action+layout,26,5.977657318115234
easy,action+layout,27,5.904538154602051
easy,action+layout,28,5.705733299255371
easy,action+layout,29,5.508014678955078
easy,action+layout,30,5.290042877197266
easy,action+layout,31,5.4086761474609375
easy,action+layout,32,5.444587707519531
easy,action+layout,33,5.073387622833252
easy,action+layout,34,5.4910101890563965
easy,action+layout,35,5.723226547241211
easy,action+layout,36,5.6243696212768555
easy,action+layout,37,5.517621040344238
easy,action+layout,38,5.09023380279541
easy,action+layout,39,5.7165632247924805
easy,action+layout,40,5.717353820800781
easy,action+layout,41,5.405269622802734
easy,action+layout,42,5.6269121170043945
easy,action+layout,43,5.730230331420898
easy,action+layout,44,5.876686096191406
easy,action+layout,45,5.730705738067627
easy,action+layout,46,5.539859771728516
easy,action+layout,47,5.667169094085693
easy,action+layout,48,4.629743576049805
easy,action+layout,49,4.629537105560303
easy,action+layout,50,5.220295429229736
easy,action+layout,51,5.964591979980469
easy,action+expression,0,6.033407211303711
easy,action+expression,1,6.168972015380859
easy,action+expression,2,5.889283180236816
easy,action+expression,3,5.37824010848999
easy,action+expression,4,5.954596042633057
easy,action+expression,5,5.938959121704102
