mode,prompt_type,id_,score
easy,simple,0,0.2531839609146118
easy,simple,1,0.2531839609146118
easy,simple,2,0.31490540504455566
easy,simple,3,0.31490540504455566
easy,simple,4,0.28850626945495605
easy,simple,5,0.28850626945495605
easy,simple,6,0.2948535084724426
easy,simple,7,0.2948535084724426
easy,simple,8,0.30553555488586426
easy,simple,9,0.30553555488586426
easy,simple,10,0.2818030118942261
easy,simple,11,0.2818030118942261
easy,simple,12,0.2724509835243225
easy,simple,13,0.2724509835243225
easy,simple,14,0.2651609182357788
easy,simple,15,0.2651609182357788
easy,simple,16,0.2614939212799072
easy,simple,17,0.2614939212799072
easy,simple,18,0.26618432998657227
easy,simple,19,0.26618432998657227
easy,simple,20,0.2877541184425354
easy,simple,21,0.2877541184425354
easy,simple,22,0.259280800819397
easy,simple,23,0.259280800819397
easy,simple,24,0.26235416531562805
easy,simple,25,0.26235416531562805
easy,simple,26,0.28878170251846313
easy,simple,27,0.28878170251846313
easy,simple,28,0.30373942852020264
easy,simple,29,0.30373942852020264
easy,simple,30,0.2763739824295044
easy,simple,31,0.2763739824295044
easy,simple,32,0.25053825974464417
easy,simple,33,0.25053825974464417
easy,simple,34,0.3016132116317749
easy,simple,35,0.3016132116317749
easy,simple,36,0.2928914427757263
easy,simple,37,0.2928914427757263
easy,simple,38,0.2502092719078064
easy,simple,39,0.2502092719078064
easy,simple,40,0.25305426120758057
easy,simple,41,0.25305426120758057
easy,simple,42,0.2678294777870178
easy,simple,43,0.2678294777870178
easy,simple,44,0.22612062096595764
easy,simple,45,0.22612062096595764
easy,simple,46,0.25804516673088074
easy,simple,47,0.25804516673088074
easy,simple,48,0.2365548312664032
easy,simple,49,0.2365548312664032
easy,simple,50,0.23993010818958282
easy,simple,51,0.23993010818958282
easy,action+layout,0,0.21688415110111237
easy,action+layout,1,0.24049998819828033
easy,action+layout,2,0.28848838806152344
easy,action+layout,3,0.2860240340232849
easy,action+layout,4,0.2822999954223633
easy,action+layout,5,0.276248037815094
easy,action+layout,6,0.28296995162963867
easy,action+layout,7,0.2801426351070404
easy,action+layout,8,0.30385780334472656
easy,action+layout,9,0.3002569079399109
easy,action+layout,10,0.3191513419151306
easy,action+layout,11,0.298204243183136
easy,action+layout,12,0.2872372269630432
easy,action+layout,13,0.2533147931098938
easy,action+layout,14,0.28444403409957886
easy,action+layout,15,0.24046510457992554
easy,action+layout,16,0.24638748168945312
easy,action+layout,17,0.27032774686813354
easy,action+layout,18,0.26819315552711487
easy,action+layout,19,0.2626614272594452
easy,action+layout,20,0.2824249863624573
easy,action+layout,21,0.28146806359291077
easy,action+layout,22,0.24282988905906677
easy,action+layout,23,0.25013065338134766
easy,action+layout,24,0.23575656116008759
easy,action+layout,25,0.23188583552837372
easy,action+layout,26,0.2974412739276886
easy,action+layout,27,0.2701125144958496
easy,action+layout,28,0.3139107823371887
easy,action+layout,29,0.3045334219932556
easy,action+layout,30,0.258517324924469
easy,action+layout,31,0.2829234004020691
easy,action+layout,32,0.22876079380512238
easy,action+layout,33,0.2479027509689331
easy,action+layout,34,0.25343310832977295
easy,action+layout,35,0.26421457529067993
easy,action+layout,36,0.2833232879638672
easy,action+layout,37,0.26574966311454773
easy,action+layout,38,0.277360737323761
easy,action+layout,39,0.2706371545791626
easy,action+layout,40,0.23143650591373444
easy,action+layout,41,0.2485232651233673
easy,action+layout,42,0.26969683170318604
easy,action+layout,43,0.2794675827026367
easy,action+layout,44,0.2377709150314331
easy,action+layout,45,0.30484047532081604
easy,action+layout,46,0.2735599875450134
easy,action+layout,47,0.23391491174697876
easy,action+layout,48,0.25091031193733215
easy,action+layout,49,0.2349841594696045
easy,action+layout,50,0.29330846667289734
easy,action+layout,51,0.25393807888031006
easy,action+expression,0,0.2673863172531128
easy,action+expression,1,0.2537672221660614
easy,action+expression,2,0.27821534872055054
easy,action+expression,3,0.3029358983039856
easy,action+expression,4,0.3045099377632141
easy,action+expression,5,0.29597389698028564
easy,action+expression,6,0.20227476954460144
easy,action+expression,7,0.3059796392917633
easy,action+expression,8,0.3078269958496094
easy,action+expression,9,0.3160164952278137
easy,action+expression,10,0.29375502467155457
easy,action+expression,11,0.2910040318965912
easy,action+expression,12,0.3036578595638275
easy,action+expression,13,0.2832818031311035
easy,action+expression,14,0.2705419659614563
easy,action+expression,15,0.28312164545059204
easy,action+expression,16,0.29554903507232666
easy,action+expression,17,0.26243123412132263
easy,action+expression,18,0.29488709568977356
easy,action+expression,19,0.29765117168426514
easy,action+expression,20,0.29672694206237793
easy,action+expression,21,0.308391273021698
easy,action+expression,22,0.26475149393081665
easy,action+expression,23,0.2954309284687042
easy,action+expression,24,0.2912907600402832
easy,action+expression,25,0.28521376848220825
easy,action+expression,26,0.30378735065460205
easy,action+expression,27,0.2790426015853882
easy,action+expression,28,0.2768712043762207
easy,action+expression,29,0.33108824491500854
easy,action+expression,30,0.2907234728336334
easy,action+expression,31,0.2725733816623688
easy,action+expression,32,0.2525966167449951
easy,action+expression,33,0.2540062367916107
easy,action+expression,34,0.27866309881210327
easy,action+expression,35,0.28061914443969727
easy,action+expression,36,0.2925356328487396
easy,action+expression,37,0.3039644956588745
easy,action+expression,38,0.27267932891845703
easy,action+expression,39,0.28253310918807983
easy,action+expression,40,0.268366277217865
easy,action+expression,41,0.2560398578643799
