mode,prompt_type,id_,p1_sim_score,p2_sim_score,detected_gen
easy,action+background,7,,,0
easy,action+background,8,,,0
easy,action+background,9,0.9454674,,1
easy,action+background,10,0.966064,,1
easy,action+background,11,,,0
easy,action+background,12,0.9339534,,1
easy,action+background,13,0.95888287,,1
easy,action+background,14,,,0
easy,action+background,15,0.9426674,,1
easy,action+background,16,0.9460797,,1
easy,action+background,17,0.9710608,,1
easy,action+background,18,0.9822625,,1
easy,action+background,19,0.9421485,,1
easy,action+background,20,0.95979595,,1
easy,action+background,21,0.9522543,,1
easy,action+background,22,,,0
easy,action+background,23,,,0
easy,action+background,24,0.9219652,,1
easy,action+background,25,0.9514824,,1
easy,action+background,26,0.9509954,,1
easy,action+background,27,0.86233616,,1
easy,action+background,28,0.9260365,,1
easy,action+background,29,0.8965161,,1
easy,action+background,30,,,0
easy,action+background,31,,,0
easy,action+background,32,0.962526,,1
easy,action+background,33,0.9336441,,1
easy,action+background,34,0.9771769,,1
easy,action+background,35,0.9776749,,1
easy,action+background,36,0.9511979,,1
easy,action+background,37,0.9425843,,1
easy,action+background,38,,,0
easy,action+background,39,0.9632863,,1
easy,action+background,40,0.9602838,,1
easy,action+background,41,0.9718672,,2
easy,action+background,42,0.9836984,,1
easy,action+background,43,0.9462107,,1
easy,action+background,44,0.82139933,,1
easy,action+background,45,0.97364086,,1
easy,action+background,46,0.9443897,,1
easy,action+background,47,0.95174414,,1
easy,action+background,48,,,0
easy,action+background,49,0.85880595,,2
easy,action+background,50,0.95248777,,1
easy,action+background,51,0.9065802,,1
easy,all,0,0.9509691,,1
easy,all,1,0.91915584,,1
easy,all,2,,,0
easy,all,3,0.9539949,,1
easy,all,4,,,0
easy,all,5,,,0
easy,all,6,,,0
easy,all,7,,,0
easy,all,8,0.6547458,,1
easy,all,9,0.9195548,,1
easy,all,10,,,0
easy,all,11,,,0
easy,all,12,0.93074554,,1
easy,all,13,0.9505644,,1
easy,all,14,,,0
easy,all,15,0.9483042,,1
easy,all,16,0.9613279,,1
easy,all,17,0.97052276,,2
easy,all,18,0.9207674,,1
easy,all,19,0.94854635,,1
easy,all,20,0.91864604,,1
easy,all,21,,,0
easy,all,22,0.9288612,,2
easy,all,23,,,0
easy,all,24,0.93884254,,1
easy,all,25,0.9282505,,1
easy,all,26,0.948164,,1
easy,all,27,0.9199562,,2
easy,all,28,0.9618873,,1
easy,all,29,0.96363175,,1
easy,all,30,,,0
easy,all,31,0.9678898,,1
easy,all,32,0.93775654,,1
easy,all,33,0.9411136,,1
easy,all,34,0.8967862,,1
easy,all,35,0.94706804,,1
easy,all,36,0.84495074,,1
easy,all,37,0.92503613,,1
easy,all,38,,,0
easy,all,39,0.9546066,,1
easy,all,40,,,0
easy,all,41,0.9343584,,1
easy,all,42,0.96986866,,1
easy,all,43,0.92633694,,2
easy,all,44,0.8529562,,1
easy,all,45,0.88972527,,1
easy,all,46,0.97334224,,1
easy,all,47,,,0
easy,all,48,0.9362843,,1
easy,all,49,,,0
easy,all,50,0.96823895,,1
easy,all,51,0.91283405,,1
medium,simple,0,0.96605915,0.9492267,2
medium,simple,1,0.9471647,,1
medium,simple,2,,,0
medium,simple,3,0.9392574,,1
medium,simple,4,,,0
medium,simple,5,0.94967437,,1
medium,simple,6,,,0
medium,simple,7,,,0
medium,simple,8,0.95933205,0.97811866,2
medium,simple,9,0.92354494,0.92178845,2
medium,simple,10,0.9548519,0.94289124,2
medium,simple,11,0.9403672,0.91305786,2
medium,simple,12,0.9608007,,1
medium,simple,13,,,0
medium,simple,14,0.9662761,,1
medium,simple,15,0.9737209,0.8615425,2
medium,simple,16,0.87785673,,1
medium,simple,17,0.9845913,0.95381737,2
medium,simple,18,,,0
medium,simple,19,0.9182174,0.9326488,2
medium,simple,20,,,0
medium,simple,21,,,0
medium,simple,22,0.9529057,0.9550157,2
medium,simple,23,,,0
medium,simple,24,0.89630455,,1
medium,simple,25,0.9417616,,1
medium,simple,26,0.9631293,0.96382284,2
medium,simple,27,0.9591437,0.95938945,3
medium,simple,28,,,0
medium,simple,29,,,0
medium,simple,30,0.9729107,,1
medium,simple,31,0.7103025,,1
medium,simple,32,0.9795788,0.9534713,2
medium,simple,33,0.96683884,0.8983596,2
medium,simple,34,,,0
medium,simple,35,0.9585521,0.96885824,2
medium,simple,36,0.97133476,0.92954093,2
medium,simple,37,0.94620466,0.9671408,2
medium,simple,38,0.93399274,0.9328433,2
medium,simple,39,0.954173,,1
medium,simple,40,0.9193821,0.92091435,2
medium,simple,41,0.9541772,0.9718466,2
medium,simple,42,0.9784264,0.96883446,2
medium,simple,43,0.9509447,0.95069045,2
medium,simple,44,0.9543905,0.9846484,2
medium,simple,45,0.96651584,,1
medium,simple,46,0.93351495,0.9743448,3
medium,simple,47,0.96014935,0.93321383,2
medium,simple,48,0.96287006,0.9825187,2
medium,simple,49,0.95816725,,1
medium,simple,50,,,0
medium,simple,51,0.96224374,0.9695716,2
medium,action+layout,0,0.9421152,0.91309077,3
medium,action+layout,1,,,0
medium,action+layout,2,0.9339632,,1
medium,action+layout,3,0.9443955,0.9443026,2
medium,action+layout,4,0.8760083,,1
medium,action+layout,5,,,0
medium,action+layout,6,,,0
medium,action+layout,7,,,0
medium,action+layout,8,0.94900453,,1
medium,action+layout,9,0.8949014,,1
medium,action+layout,10,,,0
medium,action+layout,11,,,0
medium,action+layout,12,,,0
medium,action+layout,13,0.97449994,0.9262842,2
medium,action+layout,14,,,0
medium,action+layout,15,,,0
medium,action+layout,16,0.9553241,,1
medium,action+layout,17,0.9344691,0.84165376,2
medium,action+layout,18,0.9100103,,1
medium,action+layout,19,0.5550325,,1
medium,action+layout,20,0.94817656,0.96016455,2
medium,action+layout,21,0.9671064,,1
medium,action+layout,22,0.96746886,0.96782374,2
medium,action+layout,23,,,0
medium,action+layout,24,0.7716485,0.9147525,2
medium,action+layout,25,0.93944246,,1
medium,action+layout,26,0.9638767,0.9452058,2
medium,action+layout,27,,,0
medium,action+layout,28,0.9566528,0.9607564,2
medium,action+layout,29,0.9696986,0.9691447,2
medium,action+layout,30,0.9660046,,1
medium,action+layout,31,0.9261898,0.91554856,2
medium,action+layout,32,0.9582748,0.9473841,2
medium,action+layout,33,0.9518541,0.96879953,2
medium,action+layout,34,,,0
medium,action+layout,35,,,0
medium,action+layout,36,0.8657667,,1
medium,action+layout,37,0.94024783,0.859436,2
medium,action+layout,38,,,0
medium,action+layout,39,0.94254446,,1
medium,action+layout,40,,,0
medium,action+layout,41,0.93752176,0.952233,3
medium,action+layout,42,,,0
medium,action+layout,43,,,0
medium,action+layout,44,0.94605625,0.89130265,3
medium,action+layout,45,0.93406683,,1
medium,action+layout,46,0.94225186,,1
medium,action+layout,47,0.93479437,0.9592249,2
medium,action+layout,48,0.8893921,0.9178418,2
medium,action+layout,49,,,0
medium,action+layout,50,0.9745816,0.96912926,2
medium,action+layout,51,,,0
medium,action+expression,0,0.96059567,0.95572543,2
medium,action+expression,1,0.9532825,0.9705508,2
medium,action+expression,2,0.9506277,0.96611804,2
medium,action+expression,3,0.9817263,0.92063284,2
medium,action+expression,4,0.97404665,0.94513535,2
medium,action+expression,5,0.96757793,0.97269326,2
medium,action+expression,6,0.9632387,0.9815864,2
medium,action+expression,7,0.98406243,0.9643957,2
medium,action+expression,8,0.9550172,0.9648611,2
medium,action+expression,9,0.9456886,0.964046,2
medium,action+expression,10,0.94939977,0.958772,2
medium,action+expression,11,0.936501,0.9273523,2
medium,action+expression,12,0.9508356,0.96330494,2
medium,action+expression,13,0.96586365,0.9512635,2
medium,action+expression,14,0.97216386,0.93945736,2
medium,action+expression,15,0.97228163,0.94929594,2
medium,action+expression,16,0.95171356,0.9546019,2
medium,action+expression,17,0.96213627,0.97842616,2
medium,action+expression,18,0.95258707,0.9447348,3
medium,action+expression,19,0.95564234,0.93432033,2
medium,action+expression,20,0.9831865,0.9521638,3
medium,action+expression,21,,,0
medium,action+expression,22,0.9766547,0.9270563,3
medium,action+expression,23,0.9667796,0.91256183,2
medium,action+expression,24,0.9670641,,1
medium,action+expression,25,0.9740103,0.9413085,2
medium,action+expression,26,0.8767376,0.8950651,2
medium,action+expression,27,0.961222,0.956193,2
medium,action+expression,28,0.9442054,0.96881354,3
medium,action+expression,29,0.9374508,0.95637876,2
medium,action+expression,30,0.97391534,0.9622931,3
medium,action+expression,31,0.94025534,,1
medium,action+expression,32,0.95264083,0.94243926,2
medium,action+expression,33,0.9573501,0.9509976,2
medium,action+expression,34,0.93621594,0.9794159,2
medium,action+expression,35,0.9399723,0.9714653,2
medium,action+expression,36,0.93134123,0.9386801,2
medium,action+expression,37,0.9658389,,1
medium,action+expression,38,0.95996773,0.9371165,2
medium,action+expression,39,0.92416805,,1
medium,action+expression,40,0.95665336,,1
medium,action+expression,41,0.9317517,0.8797761,2
medium,action+expression,42,0.9725957,0.9812186,2
medium,action+expression,43,0.964799,0.95949143,2
medium,action+expression,44,0.9683211,,1
medium,action+expression,45,0.93187314,0.9486387,2
medium,action+expression,46,0.96279955,,1
medium,action+expression,47,0.95259345,0.95049053,2
medium,action+expression,48,0.95978874,0.92535233,2
medium,action+expression,49,0.95896053,0.9776225,2
medium,action+expression,50,,,0
medium,action+expression,51,0.98240733,0.9687149,3
medium,action+background,0,0.9539186,0.8714515,2
medium,action+background,1,0.97390544,0.9483813,2
medium,action+background,2,0.9594041,0.96618557,2
medium,action+background,3,0.95404154,0.96774596,3
medium,action+background,4,0.8818561,,1
medium,action+background,5,,,0
medium,action+background,6,,,0
medium,action+background,7,,,0
medium,action+background,8,,,0
medium,action+background,9,,,0
medium,action+background,10,0.9174865,0.9503536,2
medium,action+background,11,0.95005846,,1
medium,action+background,12,0.83137727,,1
medium,action+background,13,,,0
medium,action+background,14,,,0
medium,action+background,15,0.9203882,0.95508087,2
medium,action+background,16,0.9347085,,1
medium,action+background,17,0.901365,0.95460963,2
medium,action+background,18,0.92202544,0.9723331,2
medium,action+background,19,0.93154204,0.942473,2
medium,action+background,20,0.9676852,0.94962686,2
medium,action+background,21,,,0
medium,action+background,22,0.8949325,0.8934056,2
medium,action+background,23,0.9488344,0.939259,2
medium,action+background,24,0.9231918,0.942199,2
medium,action+background,25,0.87153655,,1
medium,action+background,26,0.9637873,0.93694174,2
medium,action+background,27,0.7906586,,1
medium,action+background,28,0.9717283,0.9544023,2
medium,action+background,29,0.9523168,0.9710901,2
medium,action+background,30,,,0
medium,action+background,31,0.9747059,0.95357096,2
medium,action+background,32,0.945061,0.81233084,2
medium,action+background,33,0.8931592,,1
medium,action+background,34,0.9683715,0.92613184,2
medium,action+background,35,0.7721832,,1
medium,action+background,36,0.97124505,0.91701865,2
medium,action+background,37,0.88683605,0.87746966,2
medium,action+background,38,0.9509926,,1
medium,action+background,39,0.9508822,0.9071611,3
medium,action+background,40,0.9390395,,1
medium,action+background,41,0.9173072,,1
medium,action+background,42,0.93454546,,1
medium,action+background,43,0.97875303,,1
medium,action+background,44,0.9389198,0.9219553,2
medium,action+background,45,0.9486923,,1
medium,action+background,46,0.9403777,0.975166,2
medium,action+background,47,0.9025699,0.90919137,2
medium,action+background,48,0.9649681,0.95048416,2
medium,action+background,49,,,0
medium,action+background,50,0.9506055,,1
medium,action+background,51,0.9607697,0.9785985,5
medium,all,0,0.9312586,0.96942246,3
medium,all,1,0.9459035,0.9347725,2
medium,all,2,,,0
medium,all,3,0.93427587,0.92158294,2
medium,all,4,0.9503665,0.9377486,2
medium,all,5,,,0
medium,all,6,,,0
medium,all,7,,,0
medium,all,8,,,0
medium,all,9,0.93533385,0.9403982,2
medium,all,10,,,0
medium,all,11,0.95867354,0.80138355,2
medium,all,12,0.9356518,0.95107037,2
medium,all,13,,,0
medium,all,14,0.9608737,0.9557762,2
medium,all,15,0.96941227,0.9187765,2
medium,all,16,0.86902744,0.9098561,2
medium,all,17,0.6737957,,1
medium,all,18,0.8406897,,1
medium,all,19,0.8900889,,1
medium,all,20,0.94383925,0.8901994,2
medium,all,21,0.9565898,0.8762218,2
medium,all,22,,,0
medium,all,23,0.8372087,0.87253416,2
medium,all,24,,,0
medium,all,25,,,0
medium,all,26,0.89913386,,1
medium,all,27,0.92762554,,1
medium,all,28,0.9622981,0.9495353,2
medium,all,29,0.926299,,1
medium,all,30,0.9592971,,1
medium,all,31,,,0
medium,all,32,0.88,0.8655324,2
medium,all,33,0.96171576,0.95749646,2
medium,all,34,,,0
medium,all,35,0.9113316,,1
medium,all,36,,,0
medium,all,37,0.85277444,0.93138516,2
medium,all,38,0.944046,0.90779626,2
medium,all,39,0.9497478,0.9340859,2
medium,all,40,0.97806674,0.94664943,3
medium,all,41,0.8788101,,1
medium,all,42,0.94385725,0.9797194,2
medium,all,43,0.89454687,,1
medium,all,44,0.96081156,0.92042226,2
medium,all,45,0.960216,0.9626763,2
medium,all,46,,,0
medium,all,47,0.87993276,,1
medium,all,48,0.771087,,1
medium,all,49,,,0
medium,all,50,0.95743793,0.95372087,2
medium,all,51,0.9679837,,1
hard,simple,0,0.91048187,0.96740854,2
hard,simple,1,0.89453423,,1
hard,simple,2,,,0
hard,simple,3,0.9585129,0.90321314,2
hard,simple,4,0.9379456,,1
hard,simple,5,0.93684816,0.86258465,2
hard,simple,6,,,0
hard,simple,7,,,0
hard,simple,8,0.96328336,0.97074676,2
hard,simple,9,0.8912634,0.93277127,2
hard,simple,10,0.9661511,,1
hard,simple,11,0.96834743,,1
hard,simple,12,0.9282236,,1
hard,simple,13,0.957841,,1
hard,simple,14,0.85638183,,1
hard,simple,15,0.9549713,,1
hard,simple,16,0.9643014,0.8625095,2
hard,simple,17,0.93801177,0.96659994,2
hard,simple,18,0.9455124,0.9132883,2
hard,simple,19,0.96974885,0.9495833,2
hard,simple,20,0.95448995,0.9447373,2
hard,simple,21,0.9697776,,1
hard,simple,22,0.9640563,0.9769198,2
hard,simple,23,0.88721526,,1
hard,simple,24,0.9430511,0.9490764,2
hard,simple,25,0.96277905,,1
hard,simple,26,0.95809466,0.9290596,2
hard,simple,27,0.93527263,0.9759141,2
hard,simple,28,0.9323553,,1
hard,simple,29,,,0
hard,simple,30,0.9214326,,1
hard,simple,31,0.97483754,0.8596619,3
hard,simple,32,0.9774219,,1
hard,simple,33,0.9782113,,1
hard,simple,34,0.92389,0.92194223,2
hard,simple,35,0.9267286,,1
hard,simple,36,,,0
hard,simple,37,0.9225552,0.9383482,2
hard,simple,38,0.90373063,0.9369489,2
hard,simple,39,0.9333987,0.9045874,2
hard,simple,40,0.967446,,1
hard,simple,41,0.95731825,,1
hard,simple,42,,,0
hard,simple,43,0.96772826,0.97591543,2
hard,simple,44,0.92912835,,1
hard,simple,45,0.90717995,,1
hard,simple,46,0.91719764,0.9099091,2
hard,simple,47,0.93049484,,1
hard,simple,48,0.97518486,0.9436214,3
hard,simple,49,0.95877564,0.9866465,2
hard,simple,50,0.93091905,0.9143346,2
hard,simple,51,,,0
hard,simple,52,,,0
hard,simple,53,,,0
hard,simple,54,0.96617377,,1
hard,simple,55,,,0
hard,simple,56,0.97933614,,1
hard,simple,57,0.9268937,,1
hard,simple,58,0.8852892,0.84181505,2
hard,simple,59,0.9812922,,1
hard,simple,60,0.97384334,,1
hard,simple,61,0.93542653,0.9211942,2
hard,simple,62,0.94827014,0.94960606,2
hard,simple,63,0.94349414,0.9498756,2
hard,simple,64,,,0
hard,simple,65,0.8712326,,1
hard,simple,66,0.9432766,,1
hard,simple,67,0.9511785,,1
hard,simple,68,0.94189,,1
hard,simple,69,0.9658811,0.90172404,2
hard,simple,70,0.9800697,0.9699441,2
hard,simple,71,0.9624905,,1
hard,simple,72,0.90729415,0.9322418,2
hard,simple,73,,,0
hard,simple,74,0.94263923,,1
hard,simple,75,0.95785284,0.9576557,2
hard,simple,76,0.9550372,,1
hard,simple,77,0.97951794,0.95640194,2
hard,simple,78,0.966805,,1
hard,simple,79,0.9703366,,1
hard,simple,80,0.97743344,0.96294624,2
hard,simple,81,0.94661784,0.98329127,2
hard,simple,82,0.9620667,0.91761625,2
hard,simple,83,0.9672138,0.9374199,2
hard,simple,84,,,0
hard,simple,85,0.91877556,0.94721824,2
hard,simple,86,0.9768512,0.97719944,2
hard,simple,87,0.9473326,,1
hard,simple,88,0.95281863,0.94039947,2
hard,simple,89,0.9763632,0.92756915,2
hard,simple,90,0.9432714,0.93294543,2
hard,simple,91,0.9207932,,1
hard,action+layout,0,0.94838846,0.92971224,2
hard,action+layout,1,0.8529201,0.95662105,2
hard,action+layout,2,,,0
hard,action+layout,3,0.8990631,0.9274232,2
hard,action+layout,4,0.92265046,0.927502,2
hard,action+layout,5,0.8752569,,1
hard,action+layout,6,,,0
hard,action+layout,7,,,0
hard,action+layout,8,0.92658544,0.9685686,2
hard,action+layout,9,0.9011504,0.9401841,3
hard,action+layout,10,0.95313454,,1
hard,action+layout,11,,,0
hard,action+layout,12,0.9281147,0.94903183,2
hard,action+layout,13,,,0
hard,action+layout,14,0.9517698,0.91891706,2
hard,action+layout,15,0.9549366,,1
hard,action+layout,16,0.9370717,0.95636374,2
hard,action+layout,17,0.9134313,0.93339264,2
hard,action+layout,18,0.93224174,,1
hard,action+layout,19,0.9693941,0.9725377,3
hard,action+layout,20,0.96583897,0.95319754,2
hard,action+layout,21,0.9482657,0.98167294,2
hard,action+layout,22,0.95211315,,1
hard,action+layout,23,0.9283676,0.8280871,2
hard,action+layout,24,0.9548799,0.95264584,2
hard,action+layout,25,0.91640043,,1
hard,action+layout,26,0.8929584,,1
hard,action+layout,27,0.95711994,0.93963206,2
hard,action+layout,28,0.9526684,0.93162763,2
hard,action+layout,29,0.906036,,1
hard,action+layout,30,,,0
hard,action+layout,31,,,0
hard,action+layout,32,0.9596648,0.9277841,2
hard,action+layout,33,0.932332,,1
hard,action+layout,34,0.9131835,,1
hard,action+layout,35,0.8465458,0.91626656,2
hard,action+layout,36,0.9216754,,1
hard,action+layout,37,0.93119335,0.92944884,2
hard,action+layout,38,0.91479933,,1
hard,action+layout,39,0.9248266,0.92594177,2
hard,action+layout,40,0.9696758,0.95714855,2
hard,action+layout,41,0.9400307,,1
hard,action+layout,42,,,0
hard,action+layout,43,0.85816014,,1
hard,action+layout,44,0.94398636,,1
hard,action+layout,45,0.96513826,,1
hard,action+layout,46,0.95609003,0.9109416,2
hard,action+layout,47,,,0
hard,action+layout,48,0.95050037,0.8944591,2
hard,action+layout,49,0.81552213,,1
hard,action+layout,50,,,0
hard,action+layout,51,0.8780767,0.7862457,2
hard,action+layout,52,,,0
hard,action+layout,53,0.9256989,,1
hard,action+layout,54,,,0
hard,action+layout,55,,,0
hard,action+layout,56,0.95993185,,1
hard,action+layout,57,0.9082241,,1
hard,action+layout,58,,,0
hard,action+layout,59,0.93773013,0.9131392,2
hard,action+layout,60,0.94320065,0.96970767,2
hard,action+layout,61,0.94800985,0.93334013,2
hard,action+layout,62,0.918591,0.9279008,2
hard,action+layout,63,0.9347901,,1
hard,action+layout,64,,,0
hard,action+layout,65,0.9089585,0.92693126,2
hard,action+layout,66,0.9642674,0.92994165,2
hard,action+layout,67,,,0
hard,action+layout,68,,,0
hard,action+layout,69,0.8788185,,1
hard,action+layout,70,,,0
hard,action+layout,71,0.9547355,0.9581048,2
hard,action+layout,72,0.845266,,1
hard,action+layout,73,0.96329343,,1
hard,action+layout,74,,,0
hard,action+layout,75,0.7841131,0.75428677,2
hard,action+layout,76,0.95734406,,1
hard,action+layout,77,0.94097245,0.9579931,3
hard,action+layout,78,0.92476165,0.93284726,3
hard,action+layout,79,0.9221796,0.9355672,2
hard,action+layout,80,0.95793164,0.8777288,2
hard,action+layout,81,0.90994537,0.9685191,2
hard,action+layout,82,0.8765545,,1
hard,action+layout,83,0.96991193,0.9450259,2
hard,action+layout,84,0.9085901,0.910059,2
hard,action+layout,85,,,0
hard,action+layout,86,,,0
hard,action+layout,87,,,0
hard,action+layout,88,0.9773012,,1
hard,action+layout,89,0.97340167,0.9700852,2
hard,action+layout,90,,,0
hard,action+layout,91,0.9329891,0.9458169,2
hard,action+expression,0,0.9454111,0.96830994,2
hard,action+expression,1,0.90000874,,1
hard,action+expression,2,0.9672398,0.95521486,2
hard,action+expression,3,0.9255356,0.9278315,2
hard,action+expression,4,0.93785554,,1
hard,action+expression,5,0.9374652,,1
hard,action+expression,6,0.9611915,0.9488535,2
hard,action+expression,7,0.9799855,0.97214496,2
hard,action+expression,8,0.9600841,0.92161554,2
hard,action+expression,9,0.9890739,,1
hard,action+expression,10,0.9629444,0.9802195,2
hard,action+expression,11,0.96641976,0.96340305,2
hard,action+expression,12,0.96906626,0.9654037,2
hard,action+expression,13,0.93299323,0.935578,2
hard,action+expression,14,0.9536086,,1
hard,action+expression,15,0.9362224,,1
hard,action+expression,16,0.9713005,0.9594835,2
hard,action+expression,17,0.9651363,0.97906315,2
hard,action+expression,18,0.9388434,0.9445987,2
hard,action+expression,19,0.94678646,0.9324242,2
hard,action+expression,20,0.9563644,,1
hard,action+expression,21,0.95571256,0.95402396,2
hard,action+expression,22,0.9491315,0.9481726,2
hard,action+expression,23,0.9507275,,1
hard,action+expression,24,0.9619122,,1
hard,action+expression,25,0.93755794,0.9641527,2
hard,action+expression,26,0.93757766,,1
hard,action+expression,27,0.9616602,0.9597781,2
hard,action+expression,28,0.9355351,0.9489852,2
hard,action+expression,29,,,0
hard,action+expression,30,0.92627734,0.97489893,2
hard,action+expression,31,0.96335196,0.92700243,2
hard,action+expression,32,0.95275253,0.9322258,2
hard,action+expression,33,0.96823245,0.9475076,3
hard,action+expression,34,0.91234624,,1
hard,action+expression,35,0.9099571,0.9411235,2
hard,action+expression,36,0.9533897,0.9211462,2
hard,action+expression,37,0.9607585,0.953512,2
hard,action+expression,38,0.97684205,0.92262566,2
hard,action+expression,39,0.96332717,0.9527644,2
hard,action+expression,40,0.9742373,0.966197,2
hard,action+expression,41,0.98356277,0.97728956,2
hard,action+expression,42,0.9521477,,1
hard,action+expression,43,0.96359974,,1
hard,action+expression,44,0.9741222,0.9459536,2
hard,action+expression,45,0.9739542,0.9645667,2
hard,action+expression,46,0.946209,0.9281179,2
hard,action+expression,47,0.96300215,,1
hard,action+expression,48,0.9608649,0.93914074,2
