mode,prompt_type,id_,p1_sim_score,p2_sim_score,detected_gen
easy,action+background,0,0.94914734,,2
easy,action+background,1,0.9686769,,1
easy,action+background,2,0.94789046,,1
easy,action+background,3,,,0
easy,action+background,4,,,0
easy,action+background,5,,,0
easy,action+background,6,,,0
easy,action+background,7,,,0
easy,action+background,8,0.97594684,,2
easy,action+background,9,0.9424528,,2
easy,action+background,10,0.9774981,,3
easy,action+background,11,0.9680151,,1
easy,action+background,12,0.9603,,1
easy,action+background,13,0.97717804,,1
easy,action+background,14,0.95549685,,1
easy,action+background,15,0.95291156,,8
easy,action+background,16,0.9818295,,1
easy,action+background,17,0.95308053,,1
easy,action+background,18,,,0
easy,action+background,19,0.96113575,,1
easy,action+background,20,0.9677506,,1
easy,action+background,21,0.9604592,,1
easy,action+background,22,0.98659587,,1
easy,action+background,23,0.9910331,,1
easy,action+background,24,0.9395314,,2
easy,action+background,25,,,0
easy,action+background,26,0.9062837,,1
easy,action+background,27,0.91487145,,1
easy,action+background,28,0.9418835,,1
easy,action+background,29,0.89945185,,4
easy,action+background,30,0.9640084,,1
easy,action+background,31,0.97662306,,2
easy,action+background,32,0.96355283,,2
easy,action+background,33,0.95362854,,2
easy,action+background,34,0.9508454,,4
easy,action+background,35,0.9370553,,1
easy,action+background,36,0.97509015,,1
easy,action+background,37,0.8758678,,1
easy,action+background,38,0.96621466,,1
easy,action+background,39,0.8944347,,1
easy,action+background,40,0.9229467,,1
easy,action+background,41,0.97496194,,2
easy,action+background,42,0.89773095,,1
easy,action+background,43,0.95561755,,1
easy,action+background,44,0.9554122,,1
easy,action+background,45,0.93854,,1
easy,action+background,46,0.9545155,,1
easy,action+background,47,0.94190407,,1
easy,action+background,48,0.9199096,,1
easy,action+background,49,0.96554923,,4
easy,action+background,50,0.96226984,,1
easy,action+background,51,0.9748329,,1
easy,all,0,0.9780219,,3
easy,all,1,,,0
easy,all,2,0.82138354,,1
easy,all,3,0.8599733,,1
easy,all,4,,,0
easy,all,5,,,0
easy,all,6,0.949933,,1
easy,all,7,,,0
easy,all,8,0.963833,,1
easy,all,9,0.9709894,,2
easy,all,10,0.9659688,,1
easy,all,11,0.96558446,,1
easy,all,12,0.90733063,,2
easy,all,13,0.9792006,,1
easy,all,14,0.9789997,,1
easy,all,15,0.9472179,,1
easy,all,16,0.9589281,,1
easy,all,17,0.9515915,,1
easy,all,18,,,0
easy,all,19,0.97191685,,1
easy,all,20,0.97250557,,1
easy,all,21,0.9662382,,1
easy,all,22,0.98613584,,1
easy,all,23,0.93714464,,1
easy,all,24,0.9710428,,1
easy,all,25,0.86860967,,2
easy,all,26,0.96921885,,1
easy,all,27,0.89948106,,1
easy,all,28,0.9330352,,2
easy,all,29,0.9026811,,2
easy,all,30,0.944258,,1
easy,all,31,0.9509521,,1
easy,all,32,0.97092545,,1
easy,all,33,0.9528414,,2
easy,all,34,0.9193262,,1
easy,all,35,0.9464473,,1
easy,all,36,0.8995786,,1
easy,all,37,0.8436517,,1
easy,all,38,0.9331596,,1
easy,all,39,0.95054793,,1
easy,all,40,0.9445852,,1
easy,all,41,0.91837674,,1
easy,all,42,0.8621845,,1
easy,all,43,0.93662846,,1
easy,all,44,0.904849,,1
easy,all,45,0.9480282,,1
easy,all,46,0.9608469,,1
easy,all,47,0.8867661,,2
easy,all,48,0.9788016,,1
easy,all,49,0.91653633,,3
easy,all,50,0.9809435,,2
easy,all,51,0.9764424,,3
medium,simple,0,0.98387605,0.9737168,2
medium,simple,1,0.98387605,0.9737168,2
medium,simple,2,0.96817863,0.9798945,3
medium,simple,3,0.96817863,0.9798945,3
medium,simple,4,0.94582665,0.91912043,2
medium,simple,5,0.94582665,0.91912043,2
medium,simple,6,0.96571344,0.9185305,3
medium,simple,7,0.96571344,0.9185305,3
medium,simple,8,0.9696386,0.9822603,2
medium,simple,9,0.9696386,0.9822603,2
medium,simple,10,0.98287606,0.9826192,2
medium,simple,11,0.98287606,0.9826192,2
medium,simple,12,0.9710999,0.94408906,2
medium,simple,13,0.9710999,0.94408906,2
medium,simple,14,0.9749301,0.9578135,2
medium,simple,15,0.9749301,0.9578135,2
medium,simple,16,0.98001516,0.97089195,2
medium,simple,17,0.98001516,0.97089195,2
medium,simple,18,0.9698026,0.96767527,2
medium,simple,19,0.9698026,0.96767527,2
medium,simple,20,0.9815798,0.971054,2
medium,simple,21,0.9815798,0.971054,2
medium,simple,22,0.9648251,0.9883835,2
medium,simple,23,0.9648251,0.9883835,2
medium,simple,24,0.94562274,0.95774937,3
medium,simple,25,0.94562274,0.95774937,3
medium,simple,26,0.9414223,0.95372784,3
medium,simple,27,0.9414223,0.95372784,3
medium,simple,28,0.9502565,0.94008446,3
medium,simple,29,0.9502565,0.94008446,3
medium,simple,30,0.9557972,0.9562465,4
medium,simple,31,0.9557972,0.9562465,4
medium,simple,32,0.9700295,0.9505215,2
medium,simple,33,0.9700295,0.9505215,2
medium,simple,34,0.9452646,0.9637452,2
medium,simple,35,0.9452646,0.9637452,2
medium,simple,36,0.9672904,0.96931905,2
medium,simple,37,0.9672904,0.96931905,2
medium,simple,38,0.8941597,0.9220937,3
medium,simple,39,0.8941597,0.9220937,3
medium,simple,40,0.9547737,0.96454585,2
medium,simple,41,0.9547737,0.96454585,2
medium,simple,42,0.95595324,0.9516956,3
medium,simple,43,0.95595324,0.9516956,3
medium,simple,44,0.97273135,0.98293823,2
medium,simple,45,0.97273135,0.98293823,2
medium,simple,46,0.958229,0.9728601,2
medium,simple,47,0.958229,0.9728601,2
medium,simple,48,0.9752759,0.98258686,2
medium,simple,49,0.97293997,0.9792675,2
medium,simple,50,0.971497,0.9767396,2
medium,simple,51,0.971497,0.9767396,2
medium,action+layout,0,0.9618495,0.965288,2
medium,action+layout,1,0.9821095,0.97873527,2
medium,action+layout,2,0.9475797,0.93089455,2
medium,action+layout,3,0.9660121,,1
medium,action+layout,4,0.95847285,0.9571934,2
medium,action+layout,5,,,0
medium,action+layout,6,0.9523675,0.9582222,2
medium,action+layout,7,0.9528914,0.94479203,3
medium,action+layout,8,0.96881306,0.9820285,2
medium,action+layout,9,0.9569523,0.9704009,3
medium,action+layout,10,,,0
medium,action+layout,11,0.9542432,0.98035747,2
medium,action+layout,12,0.95976317,0.9684315,2
medium,action+layout,13,0.9786819,0.9838533,2
medium,action+layout,14,0.9708676,0.95961225,2
medium,action+layout,15,0.95574313,,1
medium,action+layout,16,0.96131027,0.985494,2
medium,action+layout,17,0.9662245,0.9884308,2
medium,action+layout,18,0.9632257,0.9650157,2
medium,action+layout,19,0.9586996,0.9618371,2
medium,action+layout,20,0.9195912,0.96982765,2
medium,action+layout,21,0.959473,0.9882201,2
medium,action+layout,22,0.91431516,0.9802686,3
medium,action+layout,23,0.9330495,0.98306274,2
medium,action+layout,24,0.9330517,,1
medium,action+layout,25,0.93837976,0.9535965,2
medium,action+layout,26,0.9508666,0.942699,2
medium,action+layout,27,0.96482897,,1
medium,action+layout,28,,,0
medium,action+layout,29,0.9339566,0.9781833,3
medium,action+layout,30,0.97233385,0.9061942,2
medium,action+layout,31,0.9544615,0.95675814,3
medium,action+layout,32,0.85105884,0.9207058,2
medium,action+layout,33,0.97634184,0.93035054,2
medium,action+layout,34,0.95609903,0.96191996,2
medium,action+layout,35,0.9747534,0.96047276,2
medium,action+layout,36,0.93817174,0.9436921,2
medium,action+layout,37,0.94489217,0.9441008,3
medium,action+layout,38,0.94606656,,1
medium,action+layout,39,0.9263127,0.9600286,3
medium,action+layout,40,0.9493027,0.94952285,2
medium,action+layout,41,0.9501725,0.9449168,2
medium,action+layout,42,,,0
medium,action+layout,43,0.9619803,0.9493928,3
medium,action+layout,44,0.9102497,0.98332417,2
medium,action+layout,45,0.97859687,0.9216964,2
medium,action+layout,46,0.95418406,0.8908094,2
medium,action+layout,47,0.9546045,0.96243703,3
medium,action+layout,48,0.9716826,0.97131217,2
medium,action+layout,49,0.97702646,0.95586777,2
medium,action+layout,50,0.9444577,0.9638102,2
medium,action+layout,51,0.97168666,0.94737804,2
medium,action+expression,0,0.9889561,0.94116455,2
medium,action+expression,1,0.9569515,0.97884375,2
medium,action+expression,2,0.97365665,0.9503901,2
medium,action+expression,3,0.9733914,0.9499739,2
medium,action+expression,4,0.963266,0.9800021,2
medium,action+expression,5,0.95485723,0.9573546,2
medium,action+expression,6,0.99442434,0.9704292,3
medium,action+expression,7,0.9656346,0.9696599,4
medium,action+expression,8,0.9698538,0.9659096,3
medium,action+expression,9,0.97196233,0.9679462,2
medium,action+expression,10,0.97497565,0.9571576,3
medium,action+expression,11,0.9763035,0.981564,2
medium,action+expression,12,0.9792708,0.97695935,2
medium,action+expression,13,0.97822136,0.97797793,2
medium,action+expression,14,0.9772989,0.990233,2
medium,action+expression,15,0.97239494,0.98475623,2
medium,action+expression,16,0.9278928,0.9794162,2
medium,action+expression,17,0.97626764,0.92244864,2
medium,action+expression,18,0.9838744,0.953526,2
medium,action+expression,19,0.9407439,0.97666407,3
medium,action+expression,20,0.9835273,0.97481847,2
medium,action+expression,21,0.9683217,0.97210467,3
medium,action+expression,22,0.9655992,0.9769916,2
medium,action+expression,23,0.95991015,0.98716855,2
medium,action+expression,24,0.97596353,0.96257806,2
medium,action+expression,25,0.9669032,0.9794498,2
medium,action+expression,26,0.97518694,0.9778463,3
medium,action+expression,27,0.9729507,0.9865817,2
medium,action+expression,28,0.9625476,0.96255636,2
medium,action+expression,29,0.96754795,0.94887763,2
medium,action+expression,30,0.9544744,0.9623343,4
medium,action+expression,31,0.9655943,0.9597554,3
medium,action+expression,32,0.96121,0.9592705,2
medium,action+expression,33,0.96987927,0.94676113,2
medium,action+expression,34,0.96787506,0.9452148,2
medium,action+expression,35,0.9721704,0.958082,2
medium,action+expression,36,0.9507678,0.9338669,3
medium,action+expression,37,0.9562912,0.9592712,2
medium,action+expression,38,0.94915456,0.9662605,2
medium,action+expression,39,0.9574546,0.9302976,4
medium,action+expression,40,0.9499768,0.93871033,3
medium,action+expression,41,0.9608469,0.95077974,3
medium,action+expression,42,0.949625,0.94615096,2
medium,action+expression,43,0.9692781,0.95738465,3
medium,action+expression,44,0.9075395,0.9579908,2
medium,action+expression,45,0.9513446,0.9445769,2
medium,action+expression,46,0.9734017,0.97105306,2
medium,action+expression,47,0.96355224,0.9754829,3
medium,action+expression,48,0.9815301,0.94714,2
medium,action+expression,49,0.9728179,0.95262086,2
medium,action+expression,50,0.98003536,0.97985417,2
medium,action+expression,51,0.98239875,0.9607465,2
medium,action+background,0,0.8880226,0.925542,2
medium,action+background,1,0.95060396,0.9003459,2
medium,action+background,2,0.97131014,0.9122639,2
medium,action+background,3,0.97796804,0.94040906,2
medium,action+background,4,,,0
medium,action+background,5,,,0
medium,action+background,6,,,0
medium,action+background,7,,,0
medium,action+background,8,0.92598957,0.97133845,2
medium,action+background,9,0.97807884,0.98918414,2
medium,action+background,10,0.95591664,0.956514,2
medium,action+background,11,0.96271634,0.96693814,2
medium,action+background,12,,,0
medium,action+background,13,0.9665163,0.97733146,2
medium,action+background,14,0.958326,0.80733526,2
medium,action+background,15,0.9608043,0.9698197,6
medium,action+background,16,0.93908477,0.8728423,2
medium,action+background,17,0.8744186,0.94415146,2
medium,action+background,18,0.9566096,0.9275473,2
medium,action+background,19,0.9468093,0.9622064,2
medium,action+background,20,0.9770095,0.96342283,2
medium,action+background,21,0.94860435,0.9812411,2
medium,action+background,22,0.98600304,0.98353285,2
medium,action+background,23,0.9576622,0.9763907,2
medium,action+background,24,0.9714056,0.968938,3
medium,action+background,25,0.90708697,,1
medium,action+background,26,,,0
medium,action+background,27,0.96092415,0.9260982,2
medium,action+background,28,0.95209605,0.9458058,2
medium,action+background,29,0.9693123,0.95709485,2
medium,action+background,30,0.9561929,0.9539311,3
medium,action+background,31,0.95183307,0.9805498,2
medium,action+background,32,0.96765757,0.94607615,3
medium,action+background,33,0.9576607,0.9280602,2
medium,action+background,34,0.97422874,0.961428,4
medium,action+background,35,0.9141148,0.89441967,2
medium,action+background,36,0.97048616,0.8498161,2
medium,action+background,37,0.8457731,0.86449254,2
medium,action+background,38,0.89107245,0.9130764,2
medium,action+background,39,0.93496186,,1
medium,action+background,40,0.9553632,0.9051294,3
medium,action+background,41,0.97806454,0.9574064,2
medium,action+background,42,0.9587705,0.9723366,2
medium,action+background,43,0.96504635,0.97659975,2
medium,action+background,44,0.9199007,0.9680243,2
medium,action+background,45,0.9692746,0.9063214,2
medium,action+background,46,0.95950484,0.94150615,2
medium,action+background,47,0.9522979,0.9563255,2
medium,action+background,48,0.9551742,0.95000196,2
medium,action+background,49,0.94782186,0.95416486,3
medium,action+background,50,0.9739961,0.93024564,2
medium,action+background,51,0.9835697,0.9255853,2
medium,all,0,0.9656213,0.95722216,2
medium,all,1,0.95917326,0.939847,2
medium,all,2,0.9448448,,1
medium,all,3,0.9476264,0.9535972,2
medium,all,4,0.98706555,0.9704687,3
medium,all,5,0.9518614,0.95147955,2
medium,all,6,0.97353256,0.96008265,2
medium,all,7,0.9421162,0.9135789,2
medium,all,8,0.9812745,0.9686433,2
medium,all,9,0.9663075,0.95975435,3
medium,all,10,0.94843125,0.9554677,2
medium,all,11,0.96655035,0.9706498,2
medium,all,12,0.9612334,0.9078318,3
medium,all,13,0.98098236,0.962723,2
medium,all,14,0.9574356,0.93300486,2
medium,all,15,0.97317934,0.9810839,2
medium,all,16,0.9504737,0.93261385,2
medium,all,17,0.9611582,0.939119,2
medium,all,18,0.97603846,0.9651385,2
medium,all,19,0.94266516,0.9523411,2
medium,all,20,0.9598287,0.9179009,2
medium,all,21,0.9499355,0.9252273,2
medium,all,22,0.8782794,0.9363187,3
medium,all,23,0.9446183,0.95781124,2
medium,all,24,0.96369505,0.9395766,2
medium,all,25,0.91618735,0.8305485,2
medium,all,26,0.97203976,0.9829773,2
medium,all,27,0.9390264,0.9359635,2
medium,all,28,0.96640795,0.9474659,2
medium,all,29,0.9570591,0.9712487,2
medium,all,30,0.94629246,0.9327833,2
medium,all,31,0.9693775,0.9212564,2
medium,all,32,0.9589192,0.94019777,2
medium,all,33,0.9502079,0.9768293,4
medium,all,34,0.93779755,0.95174503,3
medium,all,35,0.91496736,0.9556775,2
medium,all,36,0.9415776,0.8370675,3
medium,all,37,0.91602945,0.84301305,2
medium,all,38,0.96142226,0.95911825,2
medium,all,39,0.97212195,0.9380109,2
medium,all,40,0.9368373,0.9661888,2
medium,all,41,0.94777215,0.9710702,2
medium,all,42,,,0
medium,all,43,0.9595101,0.96660316,2
medium,all,44,0.94818646,0.9707781,2
medium,all,45,0.96425784,0.9142084,3
medium,all,46,0.95763344,0.96343523,2
medium,all,47,0.9526136,0.89983046,2
medium,all,48,0.9673609,0.96969986,2
medium,all,49,0.96851146,0.95242,3
medium,all,50,0.95198965,0.96584296,2
medium,all,51,0.9250044,0.9710383,2
hard,simple,0,0.8625896,0.9645425,3
hard,simple,1,0.8625896,0.9645425,3
hard,simple,2,0.96762913,0.90713453,2
hard,simple,3,0.96762913,0.90713453,2
hard,simple,4,0.93303555,,1
hard,simple,5,0.93303555,,1
hard,simple,6,0.9335425,0.95324826,2
hard,simple,7,0.9335425,0.95324826,2
hard,simple,8,0.9790021,0.9688214,2
hard,simple,9,0.9790021,0.9688214,2
hard,simple,10,0.9654753,0.9687913,2
hard,simple,11,0.9654753,0.9687913,2
hard,simple,12,0.98769915,,1
hard,simple,13,0.98769915,,1
hard,simple,14,0.96429366,0.9033962,2
hard,simple,15,0.96429366,0.9033962,2
hard,simple,16,0.94767517,0.9779422,3
hard,simple,17,0.94767517,0.9779422,3
hard,simple,18,0.9718797,0.9517422,2
hard,simple,19,0.9718797,0.9517422,2
hard,simple,20,0.9512706,0.9118641,2
hard,simple,21,0.9512706,0.9118641,2
hard,simple,22,0.93582124,0.85866284,2
hard,simple,23,0.93582124,0.85866284,2
hard,simple,24,0.95889497,0.96428037,3
hard,simple,25,0.95889497,0.96428037,3
hard,simple,26,0.9606436,0.97118914,2
hard,simple,27,0.9606436,0.97118914,2
hard,simple,28,0.95832074,0.85609883,2
hard,simple,29,0.95832074,0.85609883,2
hard,simple,30,0.9793116,0.8933519,2
hard,simple,31,0.9793116,0.8933519,2
hard,simple,32,0.95545346,0.96657825,2
hard,simple,33,0.95545346,0.96657825,2
hard,simple,34,0.9662172,0.99049634,2
hard,simple,35,0.9662172,0.99049634,2
hard,simple,36,0.918061,0.9654738,2
hard,simple,37,0.918061,0.9654738,2
hard,simple,38,0.9451498,0.9449038,2
hard,simple,39,0.9451498,0.9449038,2
hard,simple,40,0.93978286,0.9512067,2
hard,simple,41,0.93978286,0.9512067,2
hard,simple,42,0.944158,,1
hard,simple,43,0.944158,,1
hard,simple,44,0.95002234,,1
hard,simple,45,0.95002234,,1
hard,simple,46,0.96002144,0.9591321,2
hard,simple,47,0.96002144,0.9591321,2
hard,simple,48,0.97115153,0.9602207,3
hard,simple,49,0.97115153,0.9602207,3
hard,simple,50,0.97047114,0.959993,2
hard,simple,51,0.97047114,0.959993,2
hard,simple,52,0.9435879,0.9327411,2
hard,simple,53,0.9435879,0.9327411,2
hard,simple,54,0.91963845,0.94925207,3
hard,simple,55,0.91963845,0.94925207,3
hard,simple,56,0.86391944,0.94234353,2
hard,simple,57,0.86391944,0.94234353,2
hard,simple,58,0.9343405,0.8816685,2
hard,simple,59,0.9343405,0.8816685,2
hard,simple,60,0.9804769,0.9691844,2
hard,simple,61,0.9804769,0.9691844,2
hard,simple,62,0.9501637,0.93692255,2
hard,simple,63,0.9501637,0.93692255,2
hard,simple,64,0.9434198,0.96048665,2
hard,simple,65,0.9434198,0.96048665,2
hard,simple,66,0.9851304,0.98127323,2
hard,simple,67,0.9851304,0.98127323,2
hard,simple,68,0.89345676,,1
hard,simple,69,0.9395387,,1
hard,simple,70,0.8512265,,1
hard,simple,71,0.8512265,,1
hard,simple,72,,,0
hard,simple,73,,,0
hard,simple,74,0.98428977,0.97314787,3
hard,simple,75,0.98428977,0.97314787,3
hard,simple,76,0.95818096,0.9796673,2
hard,simple,77,0.95818096,0.9796673,2
hard,simple,78,0.93924916,0.93639404,2
hard,simple,79,0.93924916,0.93639404,2
hard,simple,80,0.9769251,0.9742072,2
hard,simple,81,0.9769251,0.9742072,2
hard,simple,82,0.98740673,0.9676696,3
hard,simple,83,0.98740673,0.9676696,3
hard,simple,84,0.9668145,0.97447586,4
hard,simple,85,0.9668145,0.97447586,4
hard,simple,86,0.9760815,0.9816783,2
hard,simple,87,0.9760815,0.9816783,2
hard,simple,88,0.9687951,0.960428,2
hard,simple,89,0.9687951,0.960428,2
hard,simple,90,0.96287847,0.965819,2
hard,simple,91,0.96287847,0.965819,2
hard,action+layout,0,0.96256167,0.9109322,3
hard,action+layout,1,0.94870895,0.90894705,2
hard,action+layout,2,0.94858193,,1
hard,action+layout,3,0.93024594,0.8962115,2
hard,action+layout,4,0.96928835,0.8495599,2
hard,action+layout,5,0.96492094,0.88359433,2
hard,action+layout,6,0.955678,0.8697587,2
hard,action+layout,7,0.9336083,,1
hard,action+layout,8,0.9677725,0.75895506,2
hard,action+layout,9,0.97049046,0.9398609,2
hard,action+layout,10,0.9521749,0.96673703,2
hard,action+layout,11,0.9564217,0.9012782,2
hard,action+layout,12,0.9539088,,1
hard,action+layout,13,0.9341768,,1
hard,action+layout,14,0.848372,,1
hard,action+layout,15,0.87938374,0.9351895,2
hard,action+layout,16,0.9550957,,1
hard,action+layout,17,0.95842606,0.92362094,3
hard,action+layout,18,,,0
hard,action+layout,19,0.95695466,0.9708159,2
hard,action+layout,20,0.95165247,0.94019705,2
hard,action+layout,21,0.9409741,0.9360211,2
hard,action+layout,22,0.91606843,,1
hard,action+layout,23,0.96314573,0.8913026,2
hard,action+layout,24,0.96509916,0.97130036,2
hard,action+layout,25,0.95309603,0.96235514,2
hard,action+layout,26,0.9614382,0.9519707,2
hard,action+layout,27,0.9739773,0.9587491,2
hard,action+layout,28,0.98207724,,1
hard,action+layout,29,0.9374833,0.8558111,2
hard,action+layout,30,,,0
hard,action+layout,31,0.9111601,0.94029653,2
hard,action+layout,32,0.9506598,0.97429824,2
hard,action+layout,33,0.96188444,0.9472008,2
hard,action+layout,34,0.9757205,,1
hard,action+layout,35,0.954409,0.95825124,3
hard,action+layout,36,0.9403422,0.9452477,2
hard,action+layout,37,0.9603031,0.9498351,2
hard,action+layout,38,0.93297017,0.93140835,2
hard,action+layout,39,0.94659317,,1
hard,action+layout,40,0.96800756,0.9365766,2
hard,action+layout,41,0.9346683,0.90502846,2
hard,action+layout,42,0.9416201,0.92906106,2
hard,action+layout,43,0.9487129,0.8690445,3
hard,action+layout,44,0.9505806,0.8354226,2
hard,action+layout,45,0.9604532,,1
hard,action+layout,46,0.94016445,0.87646925,2
hard,action+layout,47,0.9432112,0.90504384,2
hard,action+layout,48,0.94149876,0.952139,2
hard,action+layout,49,0.96304303,0.9713713,2
hard,action+layout,50,0.9445716,0.91994774,2
hard,action+layout,51,0.95508224,0.9628837,2
hard,action+layout,52,,,0
hard,action+layout,53,0.9585595,0.97296906,2
hard,action+layout,54,0.93143016,,1
hard,action+layout,55,,,0
hard,action+layout,56,0.95886624,0.8921213,2
hard,action+layout,57,0.95068246,0.94396985,2
hard,action+layout,58,0.9443105,0.8855237,2
hard,action+layout,59,0.9124317,0.94650674,2
hard,action+layout,60,0.9717791,0.9797899,2
hard,action+layout,61,0.989772,0.97385764,2
hard,action+layout,62,0.9499779,0.9454732,2
hard,action+layout,63,0.92710114,0.9486414,2
hard,action+layout,64,0.9506428,0.96901083,2
hard,action+layout,65,0.9742628,0.984663,2
hard,action+layout,66,0.9580651,0.9117026,2
hard,action+layout,67,0.9575876,0.9556806,2
hard,action+layout,68,0.94206786,0.95606184,2
hard,action+layout,69,0.95050234,0.83809966,2
hard,action+layout,70,0.9451505,,1
hard,action+layout,71,0.93408126,,1
hard,action+layout,72,0.97253054,0.9442158,2
hard,action+layout,73,,,0
hard,action+layout,74,,,0
hard,action+layout,75,0.8669059,0.9238435,3
hard,action+layout,76,0.9571999,0.959136,2
hard,action+layout,77,0.91695863,,1
hard,action+layout,78,0.9696531,,1
hard,action+layout,79,0.9723274,0.9739629,2
