mode,prompt_type,id_,score
easy,simple,0,5.808690547943115
easy,simple,1,5.975307464599609
easy,simple,2,6.248025417327881
easy,simple,3,6.151049613952637
easy,simple,4,5.829398155212402
easy,simple,5,6.399101257324219
easy,simple,6,5.793376922607422
easy,simple,7,5.716796875
easy,simple,8,6.197831153869629
easy,simple,9,5.904294967651367
easy,simple,10,6.142946243286133
easy,simple,11,5.754161834716797
easy,simple,12,5.907857894897461
easy,simple,13,6.331643104553223
easy,simple,14,6.006692886352539
easy,simple,15,5.808672904968262
easy,simple,16,6.063470840454102
easy,simple,17,6.112594127655029
easy,simple,18,5.129423141479492
easy,simple,19,5.384426593780518
easy,simple,20,4.96795654296875
easy,simple,21,6.415273666381836
easy,simple,22,6.128557205200195
easy,simple,23,5.7703986167907715
easy,simple,24,6.159824848175049
easy,simple,25,6.1393961906433105
easy,simple,26,5.4551215171813965
easy,simple,27,5.750575065612793
easy,simple,28,6.121997833251953
easy,simple,29,5.241339683532715
easy,simple,30,5.693399429321289
easy,simple,31,5.466442108154297
easy,simple,32,5.781398296356201
easy,simple,33,5.887932300567627
easy,simple,34,5.81053352355957
easy,simple,35,5.942404747009277
easy,simple,36,5.824965476989746
easy,simple,37,5.326667785644531
easy,simple,38,6.00028657913208
easy,simple,39,6.272731781005859
easy,simple,40,5.44346284866333
easy,simple,41,6.21334981918335
easy,simple,42,6.127702236175537
easy,simple,43,5.732128620147705
easy,simple,44,5.944728374481201
easy,simple,45,5.25709342956543
easy,simple,46,6.201862335205078
easy,simple,47,5.165299892425537
easy,simple,48,6.137105941772461
easy,simple,49,6.067038536071777
easy,simple,50,5.835027694702148
easy,simple,51,5.960622310638428
easy,action+layout,0,5.94443416595459
easy,action+layout,1,5.776803970336914
easy,action+layout,2,5.492580413818359
easy,action+layout,3,5.785321235656738
easy,action+layout,4,5.466327667236328
easy,action+layout,5,6.239160537719727
easy,action+layout,6,5.3895745277404785
easy,action+layout,7,5.6287384033203125
easy,action+layout,8,5.8501152992248535
easy,action+layout,9,5.753026962280273
easy,action+layout,10,5.571503639221191
easy,action+layout,11,5.922952651977539
easy,action+layout,12,5.454569339752197
easy,action+layout,13,5.659282684326172
easy,action+layout,14,5.805981636047363
easy,action+layout,15,5.859930992126465
easy,action+layout,16,6.214069366455078
easy,action+layout,17,5.738254547119141
easy,action+layout,18,4.6752543449401855
easy,action+layout,19,4.891193389892578
easy,action+layout,20,5.819986343383789
easy,action+layout,21,5.880684852600098
easy,action+layout,22,6.306684970855713
easy,action+layout,23,5.436851501464844
easy,action+layout,24,5.996405601501465
easy,action+layout,25,6.087967872619629
easy,action+layout,26,5.8090667724609375
easy,action+layout,27,6.268088340759277
easy,action+layout,28,5.669219017028809
easy,action+layout,29,5.670773506164551
easy,action+layout,30,5.543943881988525
easy,action+layout,31,5.354192733764648
easy,action+layout,32,5.832418918609619
easy,action+layout,33,5.7885847091674805
easy,action+layout,34,5.3434367179870605
easy,action+layout,35,6.2281293869018555
easy,action+layout,36,5.3456525802612305
easy,action+layout,37,5.699213027954102
easy,action+layout,38,5.267858505249023
easy,action+layout,39,5.5958099365234375
easy,action+layout,40,6.010288238525391
easy,action+layout,41,5.928256988525391
easy,action+layout,42,4.628771781921387
easy,action+layout,43,5.052960395812988
easy,action+layout,44,5.777796268463135
easy,action+layout,45,5.272487163543701
easy,action+layout,46,5.620797157287598
easy,action+layout,47,5.758002281188965
easy,action+layout,48,6.22723388671875
easy,action+layout,49,5.856386184692383
easy,action+layout,50,5.291625022888184
easy,action+layout,51,5.831527233123779
easy,action+expression,0,6.288443088531494
easy,action+expression,1,5.982145309448242
easy,action+expression,2,6.326971530914307
easy,action+expression,3,5.987238883972168
