mode,prompt_type,id_,score
easy,simple,0,0.8478838801383972
easy,simple,1,0.8478838801383972
easy,simple,2,0.8280470967292786
easy,simple,3,0.8280470967292786
easy,simple,4,0.9019709825515747
easy,simple,5,0.9019709825515747
easy,simple,6,0.7839143872261047
easy,simple,7,0.7839143872261047
easy,simple,8,0.6005280017852783
easy,simple,9,0.6005280017852783
easy,simple,10,0.9293624758720398
easy,simple,11,0.9293624758720398
easy,simple,12,0.5964228510856628
easy,simple,13,0.5964228510856628
easy,simple,14,0.7499793767929077
easy,simple,15,0.7499793767929077
easy,simple,16,0.6734418272972107
easy,simple,17,0.6734418272972107
easy,simple,18,0.8921135663986206
easy,simple,19,0.8921135663986206
easy,simple,20,0.9089187383651733
easy,simple,21,0.9089187383651733
easy,simple,22,0.7831244468688965
easy,simple,23,0.7831244468688965
easy,simple,24,0.6971121430397034
easy,simple,25,0.6971121430397034
easy,simple,26,0.8944719433784485
easy,simple,27,0.8944719433784485
easy,simple,28,0.6682815551757812
easy,simple,29,0.6682815551757812
easy,simple,30,0.550572395324707
easy,simple,31,0.550572395324707
easy,simple,32,0.6911755204200745
easy,simple,33,0.6911755204200745
easy,simple,34,0.64404296875
easy,simple,35,0.64404296875
easy,simple,36,0.8599337339401245
easy,simple,37,0.8599337339401245
easy,simple,38,0.7727631330490112
easy,simple,39,0.7727631330490112
easy,simple,40,0.7784345746040344
easy,simple,41,0.7784345746040344
easy,simple,42,0.8801476955413818
easy,simple,43,0.8801476955413818
easy,simple,44,0.648190975189209
easy,simple,45,0.648190975189209
easy,simple,46,0.6694985032081604
easy,simple,47,0.6694985032081604
easy,simple,48,0.7204908728599548
easy,simple,49,0.7204908728599548
easy,simple,50,0.7823994755744934
easy,simple,51,0.7823994755744934
easy,action+layout,0,0.7048249840736389
easy,action+layout,1,0.7187713980674744
easy,action+layout,2,0.6380472183227539
easy,action+layout,3,0.7344874739646912
easy,action+layout,4,0.9385384321212769
easy,action+layout,5,0.8794082403182983
easy,action+layout,6,0.6096420884132385
easy,action+layout,7,0.6997499465942383
easy,action+layout,8,0.5587836503982544
easy,action+layout,9,0.6489834189414978
easy,action+layout,10,0.6219877600669861
easy,action+layout,11,0.9236606359481812
easy,action+layout,12,0.6778578758239746
easy,action+layout,13,0.5750389695167542
easy,action+layout,14,0.6196232438087463
easy,action+layout,15,0.6556695699691772
easy,action+layout,16,0.5762821435928345
easy,action+layout,17,0.5559121966362
easy,action+layout,18,0.5660343766212463
easy,action+layout,19,0.6917058229446411
easy,action+layout,20,0.6443422436714172
easy,action+layout,21,0.8715416193008423
easy,action+layout,22,0.6455098390579224
easy,action+layout,23,0.7647888660430908
easy,action+layout,24,0.6225671768188477
easy,action+layout,25,0.6183110475540161
